id,tgl_pencatatan,jenis_mitra_pengirim,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
2331,2030-12-04,11,38,30,41,27,10,14,48,9,1
2332,2030-12-05,17,13,33,46,9,46,24,34,35,1
2333,2030-12-06,17,14,4,36,42,27,36,39,43,1
2334,2030-12-07,44,43,28,30,42,16,3,6,4,1
2335,2030-12-08,10,34,21,34,7,20,25,3,30,1
2336,2030-12-09,26,6,4,11,10,6,40,39,30,1
2337,2030-12-10,7,48,42,41,2,41,41,6,30,1
2338,2030-12-11,12,26,41,46,43,45,19,31,15,1
2339,2030-12-12,47,34,9,40,1,43,45,15,7,1
2340,2030-12-13,18,44,3,44,40,14,42,48,6,1
2341,2030-12-14,2,26,42,3,34,34,34,14,36,1
2342,2030-12-15,21,6,6,16,48,14,26,29,33,1
2343,2030-12-16,48,1,48,31,13,43,43,24,35,1
2344,2030-12-17,8,38,45,29,6,31,15,31,25,1
2345,2030-12-18,32,28,5,28,45,5,16,4,10,1
2346,2030-12-19,31,16,31,45,3,29,5,2,46,1
2347,2030-12-20,6,50,40,10,38,44,34,34,48,1
2348,2030-12-21,6,33,12,10,2,17,31,30,31,1
2349,2030-12-22,17,2,48,10,41,32,18,34,31,1
2350,2030-12-23,31,14,26,32,27,6,6,43,39,1
2351,2030-12-24,10,49,27,43,3,35,32,38,19,1
2352,2030-12-25,30,13,42,26,39,28,19,46,11,1
2353,2030-12-26,26,33,9,4,12,23,8,30,7,1
2354,2030-12-27,31,41,16,28,49,42,41,48,5,1
2355,2030-12-28,21,19,19,6,19,36,33,1,42,1
2356,2030-12-29,2,1,47,2,5,16,1,46,12,1
2357,2030-12-30,10,47,41,6,33,15,49,30,29,1
2358,2030-12-31,8,21,31,14,14,42,32,10,44,1
2359,2031-01-01,43,9,7,31,21,41,28,33,4,1
2360,2031-01-02,18,29,24,42,9,9,48,47,5,1
2361,2031-01-03,28,31,12,25,31,17,10,15,22,1
2362,2031-01-04,36,31,48,42,33,47,36,47,6,1
2363,2031-01-05,6,10,45,40,1,39,10,14,12,1
2364,2031-01-06,40,21,25,36,28,18,39,21,36,1
2365,2031-01-07,50,35,50,26,16,21,21,42,35,1
2366,2031-01-08,44,48,17,9,32,44,3,43,1,1
2367,2031-01-09,11,4,32,24,46,29,23,49,19,1
2368,2031-01-10,49,48,4,49,14,20,5,32,30,1
2369,2031-01-11,7,17,25,36,27,38,33,47,41,1
2370,2031-01-12,8,21,42,9,46,46,12,30,43,1
2371,2031-01-13,41,32,46,38,11,40,14,44,4,1
2372,2031-01-14,38,23,25,32,40,16,36,24,34,1
2373,2031-01-15,35,41,32,11,38,4,17,6,34,1
2374,2031-01-16,24,14,1,21,19,37,37,42,39,1
2375,2031-01-17,50,24,25,46,24,2,4,2,29,1
2376,2031-01-18,10,17,35,28,47,30,17,24,28,1
2377,2031-01-19,33,2,27,9,1,1,5,15,27,1
2378,2031-01-20,4,1,37,36,31,35,14,7,14,1
2379,2031-01-21,39,24,9,16,30,16,30,23,48,1
2380,2031-01-22,50,8,27,24,39,29,50,37,32,1
2381,2031-01-23,28,11,7,22,5,13,28,15,19,1
2382,2031-01-24,31,18,28,26,41,7,30,23,43,1
2383,2031-01-25,40,30,10,20,8,10,33,15,46,1
2384,2031-01-26,45,15,21,8,13,46,34,5,27,1
2385,2031-01-27,4,11,29,11,23,21,50,7,13,1
2386,2031-01-28,14,16,49,42,43,32,28,28,49,1
2387,2031-01-29,12,25,46,16,1,48,36,16,35,1
2388,2031-01-30,4,50,17,39,44,34,45,5,7,1
2389,2031-01-31,6,7,7,47,20,38,36,20,3,1
2390,2031-02-01,39,41,40,40,41,2,40,26,41,1
2391,2031-02-02,25,12,31,45,15,41,12,1,10,1
2392,2031-02-03,29,3,38,9,50,36,12,15,25,1
2393,2031-02-04,28,2,48,29,30,1,4,50,30,1
2394,2031-02-05,27,5,11,47,12,30,16,45,47,1
2395,2031-02-06,47,31,40,27,23,43,29,50,21,1
2396,2031-02-07,48,1,10,34,3,44,16,41,49,1
2397,2031-02-08,16,2,40,50,1,34,10,35,50,1
2398,2031-02-09,35,39,38,14,30,20,29,36,6,1
2399,2031-02-10,42,43,17,24,10,48,5,16,17,1
2400,2031-02-11,37,50,3,36,10,37,30,40,31,1
2401,2031-02-12,43,22,7,40,16,10,16,35,28,1
2402,2031-02-13,40,4,29,7,18,46,42,1,42,1
2403,2031-02-14,4,27,6,15,47,42,12,18,32,1
2404,2031-02-15,10,2,20,21,15,30,22,14,34,1
2405,2031-02-16,5,28,23,26,9,6,50,24,31,1
2406,2031-02-17,25,35,1,11,19,13,13,46,45,1
2407,2031-02-18,48,50,26,29,20,30,7,33,31,1
2408,2031-02-19,3,12,37,28,3,7,18,25,25,1
2409,2031-02-20,26,47,8,7,29,27,18,6,46,1
2410,2031-02-21,49,46,29,38,35,30,18,44,12,1
2411,2031-02-22,40,17,30,13,19,43,26,35,8,1
2412,2031-02-23,39,7,13,8,43,15,19,16,21,1
2413,2031-02-24,6,2,26,9,30,12,20,33,15,1
2414,2031-02-25,18,16,1,18,17,38,50,3,26,1
2415,2031-02-26,5,44,46,1,25,10,45,30,8,1
2416,2031-02-27,17,25,39,34,7,47,33,21,18,1
2417,2031-02-28,48,34,45,47,38,9,29,25,14,1
2418,2031-03-01,32,31,37,1,28,22,22,46,7,1
2419,2031-03-02,18,38,21,9,12,11,50,44,15,1
2420,2031-03-03,11,16,40,29,50,21,33,30,28,1
2421,2031-03-04,48,27,19,31,48,41,22,13,49,1
2422,2031-03-05,20,9,48,32,13,47,29,11,2,1
2423,2031-03-06,24,19,42,17,5,45,13,21,17,1
2424,2031-03-07,3,28,43,14,12,19,42,6,48,1
2425,2031-03-08,27,28,44,22,23,6,7,50,6,1
2426,2031-03-09,2,27,12,10,42,46,46,40,37,1
2427,2031-03-10,15,30,33,43,33,48,19,45,33,1
2428,2031-03-11,35,24,17,23,43,5,13,47,21,1
2429,2031-03-12,24,27,16,43,21,18,25,25,33,1
2430,2031-03-13,25,46,17,45,16,24,35,37,24,1
2431,2031-03-14,42,26,6,32,30,12,32,27,30,1
2432,2031-03-15,48,46,50,44,12,22,27,38,14,1
2433,2031-03-16,50,25,49,11,18,9,28,27,18,1
2434,2031-03-17,46,24,47,26,47,46,24,14,32,1
2435,2031-03-18,22,18,47,15,26,26,6,20,44,1
2436,2031-03-19,16,9,43,33,34,5,36,43,37,1
2437,2031-03-20,23,3,39,11,29,4,25,40,48,1
2438,2031-03-21,34,16,36,11,6,19,46,48,18,1
2439,2031-03-22,23,9,2,17,12,42,13,20,35,1
2440,2031-03-23,13,1,6,48,28,13,14,22,17,1
2441,2031-03-24,28,24,42,37,1,19,16,33,42,1
2442,2031-03-25,21,45,48,3,26,8,46,33,47,1
2443,2031-03-26,33,15,49,2,5,7,41,13,36,1
2444,2031-03-27,4,32,23,42,47,47,31,41,40,1
2445,2031-03-28,39,34,42,3,2,33,50,28,14,1
2446,2031-03-29,45,42,29,12,16,32,1,18,8,1
2447,2031-03-30,18,49,13,16,31,9,2,7,30,1
2448,2031-03-31,11,39,25,13,10,16,15,7,25,1
2449,2031-04-01,21,42,49,19,29,25,8,9,50,1
2450,2031-04-02,21,14,9,13,48,27,3,45,50,1
2451,2031-04-03,38,13,12,2,49,18,33,34,32,1
2452,2031-04-04,33,27,36,38,22,2,28,12,36,1
2453,2031-04-05,48,13,30,15,16,7,16,9,50,1
2454,2031-04-06,32,39,6,18,26,32,43,11,23,1
2455,2031-04-07,23,21,16,48,50,13,6,49,27,1
2456,2031-04-08,36,19,39,37,5,4,39,5,48,1
2457,2031-04-09,48,49,5,19,29,41,13,9,15,1
2458,2031-04-10,16,33,19,33,24,8,22,30,42,1
2459,2031-04-11,10,49,18,20,7,24,48,8,6,1
2460,2031-04-12,1,5,21,46,8,32,20,16,1,1
2461,2031-04-13,49,41,50,29,1,15,21,7,17,1
2462,2031-04-14,35,40,3,8,20,26,11,33,46,1
2463,2031-04-15,13,48,42,41,5,3,24,8,27,1
2464,2031-04-16,37,19,50,12,32,46,35,33,2,1
2465,2031-04-17,25,40,26,1,22,38,19,30,37,1
2466,2031-04-18,45,10,45,38,39,44,46,5,26,1
2467,2031-04-19,10,29,14,3,34,11,16,9,24,1
2468,2031-04-20,30,3,10,8,18,26,39,39,3,1
2469,2031-04-21,26,2,31,4,41,44,36,14,31,1
2470,2031-04-22,49,22,44,5,3,30,31,7,44,1
2471,2031-04-23,12,38,29,32,29,28,8,41,44,1
2472,2031-04-24,14,43,6,47,18,1,35,28,35,1
2473,2031-04-25,7,7,38,17,46,8,19,50,21,1
2474,2031-04-26,38,42,43,1,44,14,46,35,31,1
2475,2031-04-27,41,35,23,7,9,42,3,7,1,1
2476,2031-04-28,29,16,13,46,41,4,44,50,7,1
2477,2031-04-29,39,47,40,22,22,39,48,8,22,1
2478,2031-04-30,46,27,23,5,21,31,4,37,30,1
2479,2031-05-01,37,28,14,5,3,4,5,43,30,1
2480,2031-05-02,1,36,11,47,29,6,11,13,13,1
2481,2031-05-03,23,26,18,18,3,18,16,9,8,1
2482,2031-05-04,16,19,33,16,7,32,7,45,46,1
2483,2031-05-05,17,17,50,49,16,24,16,24,15,1
2484,2031-05-06,4,48,27,17,49,24,31,15,46,1
2485,2031-05-07,36,19,24,8,5,21,44,6,22,1
2486,2031-05-08,42,12,34,24,34,33,42,33,7,1
2487,2031-05-09,33,25,30,41,26,12,47,45,43,1
2488,2031-05-10,13,23,20,10,19,9,1,34,47,1
2489,2031-05-11,49,4,11,49,6,30,30,7,17,1
2490,2031-05-12,12,18,1,36,1,19,15,1,12,1
2491,2031-05-13,11,15,22,25,40,25,5,19,23,1
2492,2031-05-14,32,28,13,30,14,18,37,12,42,1
2493,2031-05-15,39,17,2,41,16,49,29,48,19,1
2494,2031-05-16,41,41,4,19,26,8,5,31,31,1
2495,2031-05-17,16,38,45,42,49,15,33,19,6,1
2496,2031-05-18,50,36,33,28,46,7,35,5,23,1
2497,2031-05-19,21,5,34,3,45,47,44,20,39,1
2498,2031-05-20,23,28,50,44,47,31,5,42,46,1
2499,2031-05-21,10,21,7,33,12,14,46,22,28,1
2500,2031-05-22,16,13,4,34,38,7,2,11,38,1
2501,2031-05-23,12,42,25,36,28,34,30,40,6,1
2502,2031-05-24,20,3,35,18,32,12,26,1,5,1
2503,2031-05-25,13,49,2,50,13,2,24,27,5,1
2504,2031-05-26,30,48,24,43,48,41,26,50,46,1
2505,2031-05-27,50,37,22,47,10,22,17,13,27,1
2506,2031-05-28,41,10,17,4,12,11,12,17,20,1
2507,2031-05-29,33,1,11,11,17,19,34,39,44,1
2508,2031-05-30,26,25,36,7,15,47,26,21,18,1
2509,2031-05-31,44,24,50,50,5,13,12,31,26,1
2510,2031-06-01,27,20,8,42,1,33,17,1,16,1
2511,2031-06-02,31,24,21,20,48,32,48,19,2,1
2512,2031-06-03,43,38,11,19,21,32,6,29,36,1
2513,2031-06-04,19,29,45,38,21,30,36,38,45,1
2514,2031-06-05,2,2,41,45,13,36,37,31,17,1
2515,2031-06-06,27,12,42,13,15,26,42,44,38,1
2516,2031-06-07,26,26,33,19,38,29,26,4,30,1
2517,2031-06-08,7,34,7,47,31,19,18,29,24,1
2518,2031-06-09,33,37,28,21,40,49,30,36,50,1
2519,2031-06-10,33,27,10,17,1,31,22,16,3,1
2520,2031-06-11,41,39,31,27,31,7,42,19,47,1
2521,2031-06-12,37,29,30,40,24,23,1,8,23,1
2522,2031-06-13,20,33,49,28,8,23,19,17,25,1
2523,2031-06-14,33,4,28,24,18,39,8,5,12,1
2524,2031-06-15,3,17,33,16,50,7,31,29,35,1
2525,2031-06-16,16,44,11,50,45,17,30,9,20,1
2526,2031-06-17,22,9,19,19,23,43,21,17,3,1
2527,2031-06-18,30,14,10,23,45,12,49,40,48,1
2528,2031-06-19,39,12,47,1,48,1,17,17,22,1
2529,2031-06-20,37,18,43,44,24,5,40,37,27,1
2530,2031-06-21,17,30,10,30,16,33,9,41,1,1
2531,2031-06-22,27,9,45,50,16,37,27,49,42,1
2532,2031-06-23,9,37,5,19,37,48,37,14,29,1
2533,2031-06-24,27,9,49,19,20,26,36,37,35,1
2534,2031-06-25,32,12,32,2,28,22,16,24,31,1
2535,2031-06-26,36,18,7,21,21,37,11,30,22,1
2536,2031-06-27,18,15,23,2,44,14,36,37,42,1
2537,2031-06-28,8,23,42,29,24,14,21,41,19,1
2538,2031-06-29,19,20,42,4,50,49,2,17,12,1
2539,2031-06-30,13,37,28,27,4,42,28,1,49,1
2540,2031-07-01,42,32,13,33,49,7,24,8,44,1
2541,2031-07-02,34,6,14,10,12,23,3,7,18,1
2542,2031-07-03,1,35,29,28,7,28,49,11,43,1
2543,2031-07-04,38,17,11,37,11,22,14,1,32,1
2544,2031-07-05,19,4,3,47,15,29,46,22,23,1
2545,2031-07-06,10,44,40,36,18,49,9,6,41,1
2546,2031-07-07,11,32,33,30,48,13,2,3,5,1
2547,2031-07-08,44,43,47,22,19,47,31,30,47,1
2548,2031-07-09,39,19,22,28,2,42,32,10,49,1
2549,2031-07-10,32,28,39,14,11,29,32,40,38,1
2550,2031-07-11,1,33,42,43,7,16,24,23,10,1
2551,2031-07-12,8,34,12,34,14,11,50,25,1,1
2552,2031-07-13,8,24,26,26,10,4,40,11,49,1
2553,2031-07-14,17,10,25,8,48,43,42,30,27,1
2554,2031-07-15,4,46,37,17,34,47,1,11,4,1
2555,2031-07-16,35,12,37,37,25,24,40,4,29,1
2556,2031-07-17,5,26,42,3,27,1,1,40,26,1
2557,2031-07-18,8,26,9,21,35,30,12,17,7,1
2558,2031-07-19,16,7,18,50,37,38,28,47,47,1
2559,2031-07-20,45,32,20,8,20,10,20,25,6,1
2560,2031-07-21,24,48,3,9,26,6,24,23,2,1
2561,2031-07-22,18,35,8,13,37,2,27,9,46,1
2562,2031-07-23,14,46,7,36,47,2,24,37,25,1
2563,2031-07-24,17,34,38,32,47,20,9,36,17,1
2564,2031-07-25,42,9,48,19,9,20,16,29,23,1
2565,2031-07-26,27,34,41,22,1,18,9,27,48,1
2566,2031-07-27,31,36,21,35,24,44,31,45,28,1
2567,2031-07-28,24,8,2,27,33,39,25,48,25,1
2568,2031-07-29,11,50,13,17,38,24,3,26,23,1
2569,2031-07-30,32,41,50,49,44,13,22,43,2,1
2570,2031-07-31,43,44,21,48,10,24,31,3,36,1
2571,2031-08-01,23,29,27,8,22,30,16,22,2,1
2572,2031-08-02,19,8,32,22,6,50,23,27,16,1
2573,2031-08-03,25,26,34,26,30,15,14,21,43,1
2574,2031-08-04,42,40,31,13,13,46,46,2,12,1
2575,2031-08-05,41,32,34,41,35,14,14,2,50,1
2576,2031-08-06,1,50,30,48,24,43,30,9,2,1
2577,2031-08-07,21,46,43,40,6,28,49,35,38,1
2578,2031-08-08,7,40,27,39,19,2,33,36,5,1
2579,2031-08-09,4,42,39,27,39,44,25,28,21,1
2580,2031-08-10,15,44,33,14,42,50,49,20,45,1
2581,2031-08-11,2,43,5,31,17,33,15,11,42,1
2582,2031-08-12,25,48,39,44,35,28,2,41,18,1
2583,2031-08-13,17,29,17,29,5,29,5,30,33,1
2584,2031-08-14,26,39,14,44,6,49,7,37,40,1
2585,2031-08-15,17,21,43,45,37,38,15,6,45,1
2586,2031-08-16,14,48,16,11,5,24,21,49,9,1
2587,2031-08-17,27,44,37,1,39,17,31,19,33,1
2588,2031-08-18,11,37,17,20,33,28,5,6,28,1
2589,2031-08-19,2,19,40,18,1,45,10,4,48,1
2590,2031-08-20,35,46,12,41,16,20,29,36,50,1
2591,2031-08-21,38,25,20,41,2,27,5,46,21,1
2592,2031-08-22,27,47,46,24,18,50,5,49,20,1
2593,2031-08-23,37,24,9,5,14,47,2,13,14,1
2594,2031-08-24,31,26,5,36,37,42,49,15,1,1
2595,2031-08-25,12,20,30,44,40,45,38,49,3,1
2596,2031-08-26,26,9,9,21,24,20,46,43,49,1
2597,2031-08-27,1,25,15,33,18,41,15,50,31,1
2598,2031-08-28,28,36,5,43,41,12,16,19,13,1
2599,2031-08-29,2,32,10,29,8,32,24,27,26,1
2600,2031-08-30,4,10,17,3,47,49,1,18,16,1
2601,2031-08-31,12,10,30,13,3,26,25,40,48,1
2602,2031-09-01,3,45,44,16,20,27,39,13,49,1
2603,2031-09-02,20,32,19,49,10,2,34,30,40,1
2604,2031-09-03,50,42,8,1,11,40,10,4,3,1
2605,2031-09-04,23,5,44,14,10,36,29,41,20,1
2606,2031-09-05,22,28,1,41,45,2,19,1,48,1
2607,2031-09-06,36,4,42,16,16,33,29,37,2,1
2608,2031-09-07,1,23,6,50,49,42,45,11,29,1
2609,2031-09-08,11,40,38,13,15,44,28,5,24,1
2610,2031-09-09,10,30,25,29,16,44,47,7,21,1
2611,2031-09-10,24,31,43,31,26,17,18,44,35,1
2612,2031-09-11,45,27,12,44,33,7,29,39,48,1
2613,2031-09-12,49,46,12,34,9,16,1,37,33,1
2614,2031-09-13,4,40,9,20,10,11,45,31,15,1
2615,2031-09-14,6,25,40,40,42,44,10,21,4,1
2616,2031-09-15,49,45,49,50,43,23,34,27,17,1
2617,2031-09-16,35,7,18,50,29,4,10,42,10,1
2618,2031-09-17,22,23,28,32,26,36,48,21,29,1
2619,2031-09-18,40,21,48,31,39,14,46,16,41,1
2620,2031-09-19,13,11,18,46,32,45,22,48,25,1
2621,2031-09-20,43,32,16,8,32,8,37,39,37,1
2622,2031-09-21,40,36,40,23,27,3,18,26,22,1
2623,2031-09-22,25,7,21,21,7,42,1,27,2,1
2624,2031-09-23,45,41,38,7,34,36,14,7,44,1
2625,2031-09-24,49,44,17,25,6,19,24,8,18,1
2626,2031-09-25,24,20,19,4,9,49,25,37,35,1
2627,2031-09-26,18,38,31,26,6,21,42,47,7,1
2628,2031-09-27,29,8,21,25,13,25,16,48,33,1
2629,2031-09-28,46,15,11,8,28,39,21,45,2,1
2630,2031-09-29,12,31,13,10,2,8,28,20,36,1
2631,2031-09-30,10,30,28,13,29,33,42,13,10,1
2632,2031-10-01,23,10,41,1,23,43,19,24,47,1
2633,2031-10-02,26,38,24,36,38,40,29,8,20,1
2634,2031-10-03,12,2,26,44,20,31,36,20,19,1
2635,2031-10-04,22,35,18,32,1,5,35,46,35,1
2636,2031-10-05,45,9,18,18,21,49,49,4,15,1
2637,2031-10-06,1,28,38,6,47,24,18,30,27,1
2638,2031-10-07,19,9,16,7,32,3,40,12,40,1
2639,2031-10-08,2,6,1,18,9,32,39,8,11,1
2640,2031-10-09,16,7,21,44,48,23,31,22,4,1
2641,2031-10-10,19,12,1,4,35,1,16,6,37,1
2642,2031-10-11,21,35,14,24,34,6,7,43,15,1
2643,2031-10-12,44,9,8,43,14,30,12,49,47,1
2644,2031-10-13,34,16,45,32,45,1,28,6,48,1
2645,2031-10-14,50,5,24,36,50,28,34,38,11,1
2646,2031-10-15,30,24,34,34,43,46,40,34,16,1
2647,2031-10-16,17,40,49,18,45,42,29,23,33,1
2648,2031-10-17,44,24,50,17,34,33,5,43,49,1
2649,2031-10-18,35,33,38,12,48,48,50,46,35,1
2650,2031-10-19,25,37,24,48,33,5,22,13,38,1
2651,2031-10-20,36,37,38,21,21,48,15,48,38,1
2652,2031-10-21,11,32,28,40,40,24,31,39,41,1
2653,2031-10-22,9,2,21,19,45,22,48,1,9,1
2654,2031-10-23,7,7,39,26,4,10,46,34,47,1
2655,2031-10-24,43,24,27,49,48,40,17,34,21,1
2656,2031-10-25,24,13,15,7,9,15,48,19,2,1
2657,2031-10-26,22,36,39,4,47,1,12,26,32,1
2658,2031-10-27,28,9,46,5,32,27,24,19,22,1
2659,2031-10-28,11,28,11,33,34,1,33,36,20,1
2660,2031-10-29,12,36,30,36,36,35,13,42,6,1
2661,2031-10-30,28,46,11,46,27,9,31,21,39,1
2662,2031-10-31,20,43,38,39,11,27,26,35,35,1
2663,2031-11-01,27,34,19,11,25,50,28,29,48,1
2664,2031-11-02,47,33,14,19,43,19,7,4,15,1
2665,2031-11-03,2,4,45,1,22,2,18,43,46,1
2666,2031-11-04,7,45,24,25,4,49,14,5,25,1
2667,2031-11-05,26,18,47,3,15,33,26,1,24,1
2668,2031-11-06,37,20,13,20,27,34,13,44,40,1
2669,2031-11-07,32,12,42,46,9,11,15,17,42,1
2670,2031-11-08,30,31,18,28,43,9,39,4,13,1
2671,2031-11-09,50,17,39,14,6,35,17,44,44,1
2672,2031-11-10,16,41,1,48,1,44,44,38,31,1
2673,2031-11-11,8,19,6,37,32,40,27,24,38,1
2674,2031-11-12,48,20,48,17,18,25,28,31,11,1
2675,2031-11-13,39,33,5,34,15,41,43,26,36,1
2676,2031-11-14,29,7,28,28,26,31,16,37,39,1
2677,2031-11-15,7,36,1,34,31,49,27,38,27,1
2678,2031-11-16,43,37,23,11,2,43,27,5,10,1
2679,2031-11-17,44,37,42,4,7,25,39,46,37,1
2680,2031-11-18,47,40,8,3,4,4,43,17,12,1
2681,2031-11-19,26,8,44,24,28,5,38,45,5,1
2682,2031-11-20,39,40,34,13,37,12,28,20,31,1
2683,2031-11-21,7,8,34,33,48,8,7,45,8,1
2684,2031-11-22,21,22,10,49,31,12,37,19,33,1
2685,2031-11-23,12,30,8,38,2,16,1,20,32,1
2686,2031-11-24,25,45,28,1,46,34,38,5,35,1
2687,2031-11-25,46,30,31,49,42,35,8,38,9,1
2688,2031-11-26,27,40,25,2,14,19,4,50,26,1
2689,2031-11-27,3,22,26,34,22,21,15,31,1,1
2690,2031-11-28,36,18,39,22,40,28,33,50,40,1
2691,2031-11-29,3,50,29,38,12,49,31,27,22,1
2692,2031-11-30,42,49,36,13,28,3,5,42,3,1
2693,2031-12-01,38,47,49,43,25,41,29,3,33,1
2694,2031-12-02,16,12,47,29,43,13,26,1,49,1
2695,2031-12-03,47,24,18,28,2,28,40,50,43,1
2696,2031-12-04,6,42,49,27,48,27,28,17,47,1
2697,2031-12-05,44,42,33,1,18,18,29,14,23,1
2698,2031-12-06,30,21,19,36,22,42,30,6,31,1
2699,2031-12-07,41,18,44,41,49,13,12,20,31,1
2700,2031-12-08,48,13,39,10,49,9,3,17,33,1
2701,2031-12-09,19,16,24,8,6,39,43,18,35,1
2702,2031-12-10,3,8,17,6,39,15,12,19,31,1
2703,2031-12-11,30,23,24,12,42,29,9,9,28,1
2704,2031-12-12,9,42,47,50,1,10,42,15,2,1
2705,2031-12-13,16,9,1,13,26,15,40,24,10,1
2706,2031-12-14,32,10,5,15,49,33,49,29,26,1
2707,2031-12-15,3,37,36,5,18,23,12,3,24,1
2708,2031-12-16,47,17,37,41,29,15,45,31,47,1
2709,2031-12-17,14,11,28,12,4,13,16,50,30,1
2710,2031-12-18,36,45,3,28,3,9,36,43,19,1
2711,2031-12-19,44,22,13,32,13,19,32,9,8,1
2712,2031-12-20,26,38,42,48,47,47,14,25,22,1
2713,2031-12-21,24,31,19,42,36,38,46,49,33,1
2714,2031-12-22,20,18,34,4,7,50,29,6,32,1
2715,2031-12-23,42,41,31,4,35,40,26,11,32,1
2716,2031-12-24,45,25,36,15,41,43,32,12,20,1
2717,2031-12-25,12,47,39,12,11,25,42,39,44,1
2718,2031-12-26,8,8,48,26,29,7,47,39,41,1
2719,2031-12-27,41,14,7,34,1,21,7,6,3,1
2720,2031-12-28,20,38,3,27,35,43,5,26,34,1
2721,2031-12-29,23,24,12,26,42,42,10,26,21,1
2722,2031-12-30,13,11,29,22,30,20,2,1,43,1
2723,2031-12-31,18,40,33,7,17,44,12,43,24,1
2724,2032-01-01,20,23,12,15,23,1,6,4,10,1
2725,2032-01-02,30,41,4,15,39,12,35,34,10,1
2726,2032-01-03,17,18,1,43,34,48,32,32,33,1
2727,2032-01-04,35,33,7,45,29,21,36,42,38,1
2728,2032-01-05,42,50,29,15,3,34,36,40,3,1
2729,2032-01-06,42,50,49,25,43,38,25,43,28,1
2730,2032-01-07,24,11,7,46,27,40,20,37,13,1
2731,2032-01-08,3,14,37,4,27,4,49,20,25,1
2732,2032-01-09,42,49,41,13,22,25,1,6,13,1
2733,2032-01-10,3,30,10,27,10,4,1,47,45,1
2734,2032-01-11,16,4,15,20,11,37,18,31,31,1
2735,2032-01-12,40,40,1,48,30,49,13,26,2,1
2736,2032-01-13,41,28,13,9,49,38,48,47,27,1
2737,2032-01-14,34,41,13,35,21,7,46,42,33,1
2738,2032-01-15,34,43,36,44,11,19,48,8,10,1
2739,2032-01-16,28,34,19,27,29,2,46,8,50,1
2740,2032-01-17,11,26,4,1,28,3,8,22,38,1
2741,2032-01-18,12,27,16,36,42,45,21,27,12,1
2742,2032-01-19,12,38,20,32,32,5,37,35,6,1
2743,2032-01-20,43,50,37,27,7,46,32,46,5,1
2744,2032-01-21,10,33,24,6,47,43,5,49,17,1
2745,2032-01-22,22,12,47,49,15,12,48,18,47,1
2746,2032-01-23,17,28,2,23,13,47,20,26,18,1
2747,2032-01-24,48,27,33,44,21,31,29,18,40,1
2748,2032-01-25,32,4,50,2,47,22,44,37,22,1
2749,2032-01-26,17,23,31,20,45,28,21,43,8,1
2750,2032-01-27,12,7,11,12,24,26,9,50,44,1
2751,2032-01-28,43,31,4,31,36,41,5,16,7,1
2752,2032-01-29,47,33,16,23,47,44,34,18,22,1
2753,2032-01-30,11,1,3,45,45,1,27,15,41,1
2754,2032-01-31,31,28,22,31,5,27,27,17,33,1
2755,2032-02-01,43,17,1,14,48,33,19,31,11,1
2756,2032-02-02,46,41,2,35,36,44,4,29,46,1
2757,2032-02-03,6,27,24,46,42,15,18,45,34,1
2758,2032-02-04,48,24,34,49,23,12,8,31,6,1
2759,2032-02-05,2,12,32,24,35,5,34,18,35,1
2760,2032-02-06,13,15,42,12,25,48,40,39,38,1
2761,2032-02-07,2,38,29,8,34,42,6,14,3,1
2762,2032-02-08,34,21,28,42,3,20,38,34,19,1
2763,2032-02-09,35,41,30,9,23,22,47,34,47,1
2764,2032-02-10,46,25,14,16,2,29,47,21,42,1
2765,2032-02-11,14,13,35,15,25,7,34,5,23,1
2766,2032-02-12,3,27,5,43,22,25,16,50,29,1
2767,2032-02-13,36,23,10,36,50,15,33,7,37,1
2768,2032-02-14,45,9,1,40,40,36,48,26,3,1
2769,2032-02-15,22,26,8,39,15,5,49,24,17,1
2770,2032-02-16,47,9,45,18,21,16,48,31,14,1
2771,2032-02-17,16,6,16,41,25,27,1,37,16,1
2772,2032-02-18,49,22,15,21,22,48,33,45,5,1
2773,2032-02-19,35,27,40,2,20,42,48,38,21,1
2774,2032-02-20,50,5,44,36,9,33,46,39,50,1
2775,2032-02-21,19,45,34,39,35,3,34,43,38,1
2776,2032-02-22,29,22,9,11,37,33,9,38,41,1
2777,2032-02-23,12,11,22,27,28,15,17,2,44,1
2778,2032-02-24,32,43,17,43,41,5,38,26,36,1
2779,2032-02-25,12,26,12,11,49,8,47,41,31,1
2780,2032-02-26,43,14,14,34,10,37,17,40,24,1
2781,2032-02-27,10,44,16,17,7,16,34,16,15,1
2782,2032-02-28,36,18,12,26,29,47,38,17,24,1
2783,2032-02-29,35,47,26,16,34,6,27,3,45,1
2784,2032-03-01,49,30,45,45,22,5,25,27,43,1
2785,2032-03-02,39,26,5,42,32,39,35,17,33,1
2786,2032-03-03,46,28,43,1,3,8,36,33,12,1
2787,2032-03-04,13,24,12,16,28,25,36,23,50,1
2788,2032-03-05,8,1,31,23,22,25,10,40,29,1
2789,2032-03-06,23,34,4,10,11,35,24,32,24,1
2790,2032-03-07,33,18,3,2,10,28,29,7,41,1
2791,2032-03-08,36,10,15,16,37,29,38,12,35,1
2792,2032-03-09,3,30,26,38,47,14,31,35,39,1
