id,tgl_pencatatan,jenis_mitra_penerima,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
3132,2033-02-12,20,4,18,22,29,28,21,6,47,1
3133,2033-02-13,23,37,3,48,20,34,29,12,9,1
3134,2033-02-14,33,47,35,15,48,26,11,34,29,1
3135,2033-02-15,25,42,35,35,1,45,17,40,14,1
3136,2033-02-16,2,48,22,28,23,31,9,27,25,1
3137,2033-02-17,48,2,11,7,29,35,14,20,17,1
3138,2033-02-18,22,20,2,20,42,32,12,13,50,1
3139,2033-02-19,10,34,35,37,47,1,41,15,9,1
3140,2033-02-20,35,48,17,12,7,21,39,31,32,1
3141,2033-02-21,41,7,29,3,31,17,43,34,47,1
3142,2033-02-22,16,41,38,46,35,48,29,3,9,1
3143,2033-02-23,36,49,30,47,13,48,48,37,15,1
3144,2033-02-24,8,32,1,37,13,12,11,21,27,1
3145,2033-02-25,13,2,1,15,44,19,35,42,45,1
3146,2033-02-26,29,26,28,21,33,8,3,42,8,1
3147,2033-02-27,21,39,41,33,11,6,24,28,9,1
3148,2033-02-28,3,2,42,25,16,35,47,30,21,1
3149,2033-03-01,22,16,21,5,20,36,33,31,49,1
3150,2033-03-02,37,31,45,24,14,7,45,15,28,1
3151,2033-03-03,35,10,31,6,21,32,19,19,25,1
3152,2033-03-04,49,7,44,4,17,17,4,46,22,1
3153,2033-03-05,22,19,37,47,17,40,2,30,21,1
3154,2033-03-06,20,47,22,2,31,43,31,16,5,1
3155,2033-03-07,34,3,26,27,15,37,7,35,28,1
3156,2033-03-08,30,15,49,17,13,15,38,14,11,1
3157,2033-03-09,37,19,28,7,27,41,48,41,9,1
3158,2033-03-10,25,27,6,19,8,8,26,29,33,1
3159,2033-03-11,2,1,8,11,28,38,38,13,49,1
3160,2033-03-12,25,25,17,44,9,4,14,15,40,1
3161,2033-03-13,25,34,44,6,5,7,41,10,23,1
3162,2033-03-14,2,41,9,33,45,30,11,13,1,1
3163,2033-03-15,4,15,43,12,7,20,37,24,49,1
3164,2033-03-16,39,35,9,44,13,26,37,17,26,1
3165,2033-03-17,44,4,26,2,19,50,28,12,10,1
3166,2033-03-18,37,19,33,15,7,38,16,4,37,1
3167,2033-03-19,21,25,7,10,42,45,12,3,32,1
3168,2033-03-20,16,2,42,12,33,18,9,2,25,1
3169,2033-03-21,38,8,22,44,26,10,15,23,40,1
3170,2033-03-22,17,34,23,14,14,39,50,6,3,1
3171,2033-03-23,33,36,48,28,30,40,19,21,36,1
3172,2033-03-24,24,31,38,38,18,36,48,17,41,1
3173,2033-03-25,29,46,23,2,48,44,44,46,25,1
3174,2033-03-26,24,23,33,17,17,12,45,34,16,1
3175,2033-03-27,8,3,31,31,18,13,43,20,17,1
3176,2033-03-28,1,48,3,21,43,45,16,2,50,1
3177,2033-03-29,31,28,17,39,9,8,31,8,5,1
3178,2033-03-30,42,15,16,15,18,12,21,16,17,1
3179,2033-03-31,10,2,16,44,4,40,19,6,48,1
3180,2033-04-01,31,36,39,32,28,44,3,49,41,1
3181,2033-04-02,13,1,1,19,14,26,46,10,10,1
3182,2033-04-03,40,8,18,37,11,29,49,4,44,1
3183,2033-04-04,1,6,3,50,30,4,3,36,14,1
3184,2033-04-05,28,17,41,24,27,28,35,8,41,1
3185,2033-04-06,22,36,43,1,3,31,15,44,18,1
3186,2033-04-07,17,23,36,12,22,43,27,43,7,1
3187,2033-04-08,23,17,18,46,22,10,11,27,12,1
3188,2033-04-09,40,45,39,11,6,38,16,41,13,1
3189,2033-04-10,25,45,19,50,36,13,35,26,46,1
3190,2033-04-11,43,43,39,30,39,29,36,12,42,1
3191,2033-04-12,21,38,15,33,18,18,23,2,29,1
3192,2033-04-13,26,21,50,8,24,41,35,48,26,1
3193,2033-04-14,37,5,14,20,20,16,45,14,4,1
3194,2033-04-15,12,49,18,27,30,42,12,36,26,1
3195,2033-04-16,25,50,45,18,48,7,37,4,38,1
3196,2033-04-17,50,22,30,31,50,19,21,45,41,1
3197,2033-04-18,42,37,6,34,11,17,25,34,15,1
3198,2033-04-19,12,9,43,47,49,20,23,43,13,1
3199,2033-04-20,29,29,21,12,15,48,5,34,8,1
3200,2033-04-21,9,23,34,12,12,46,20,22,16,1
3201,2033-04-22,22,7,3,26,25,32,44,12,22,1
3202,2033-04-23,2,22,31,46,15,35,32,48,29,1
3203,2033-04-24,21,14,12,26,5,28,29,42,19,1
3204,2033-04-25,49,26,19,39,40,47,5,31,22,1
3205,2033-04-26,29,6,28,24,31,10,46,8,8,1
3206,2033-04-27,19,11,30,36,41,49,24,12,32,1
3207,2033-04-28,7,2,16,36,3,1,2,40,20,1
3208,2033-04-29,22,50,16,19,20,29,6,7,41,1
3209,2033-04-30,47,29,8,13,27,50,1,32,35,1
3210,2033-05-01,7,46,8,34,36,37,41,38,50,1
3211,2033-05-02,15,10,21,13,5,44,7,3,43,1
3212,2033-05-03,33,3,19,29,22,2,48,31,15,1
3213,2033-05-04,1,8,37,9,41,16,45,33,12,1
3214,2033-05-05,8,2,42,25,38,21,41,17,36,1
3215,2033-05-06,2,48,35,17,12,20,27,38,20,1
3216,2033-05-07,36,15,21,4,17,47,21,14,36,1
3217,2033-05-08,4,27,37,42,6,41,17,26,1,1
3218,2033-05-09,7,7,7,34,40,35,33,41,34,1
3219,2033-05-10,10,4,14,36,50,19,25,26,43,1
3220,2033-05-11,45,17,26,34,50,7,50,42,7,1
3221,2033-05-12,41,36,34,15,11,2,6,30,14,1
3222,2033-05-13,37,2,6,15,24,23,7,3,18,1
3223,2033-05-14,43,36,10,27,12,27,42,36,46,1
3224,2033-05-15,4,41,33,16,13,34,36,13,17,1
3225,2033-05-16,6,23,47,6,45,49,8,22,39,1
3226,2033-05-17,9,37,16,7,3,6,49,27,48,1
3227,2033-05-18,7,16,5,4,46,30,11,22,50,1
3228,2033-05-19,44,34,7,45,37,39,49,22,27,1
3229,2033-05-20,50,27,2,13,42,26,5,22,19,1
3230,2033-05-21,9,15,47,49,41,31,28,29,48,1
3231,2033-05-22,1,7,22,25,29,38,9,8,32,1
3232,2033-05-23,18,26,3,7,11,34,44,48,28,1
3233,2033-05-24,2,43,3,21,16,46,20,7,14,1
3234,2033-05-25,27,10,6,15,4,10,30,34,11,1
3235,2033-05-26,13,27,40,11,22,45,20,37,26,1
3236,2033-05-27,11,48,40,21,24,47,47,33,46,1
3237,2033-05-28,48,22,16,21,12,39,9,17,20,1
3238,2033-05-29,2,7,2,6,34,31,16,33,1,1
3239,2033-05-30,50,18,27,16,13,47,21,4,17,1
3240,2033-05-31,34,5,12,16,50,2,36,25,50,1
3241,2033-06-01,16,50,3,20,10,14,50,24,2,1
3242,2033-06-02,40,13,26,4,6,25,20,43,28,1
3243,2033-06-03,14,6,26,31,24,45,30,12,14,1
3244,2033-06-04,42,48,38,2,2,45,33,33,35,1
3245,2033-06-05,15,26,36,32,48,46,17,37,27,1
3246,2033-06-06,41,6,18,32,46,47,30,34,26,1
3247,2033-06-07,25,41,48,2,13,34,35,29,10,1
3248,2033-06-08,37,24,21,2,38,1,44,50,12,1
3249,2033-06-09,36,19,47,1,37,23,9,13,23,1
3250,2033-06-10,2,32,37,26,38,18,14,30,50,1
3251,2033-06-11,35,44,36,41,26,14,7,37,2,1
3252,2033-06-12,13,27,11,34,50,24,7,31,27,1
3253,2033-06-13,47,46,29,6,38,12,30,29,40,1
3254,2033-06-14,30,3,14,50,48,2,17,9,18,1
3255,2033-06-15,47,12,44,26,47,16,44,34,22,1
3256,2033-06-16,19,13,46,46,29,4,12,29,37,1
3257,2033-06-17,50,10,9,10,8,21,6,5,3,1
3258,2033-06-18,29,37,34,16,5,40,46,23,22,1
3259,2033-06-19,42,47,34,2,26,19,15,42,29,1
3260,2033-06-20,19,48,40,7,19,37,19,8,30,1
3261,2033-06-21,6,8,14,36,44,14,45,31,45,1
3262,2033-06-22,16,7,33,23,44,29,17,49,9,1
3263,2033-06-23,21,10,10,6,29,44,2,35,22,1
3264,2033-06-24,24,18,10,18,38,24,32,5,7,1
3265,2033-06-25,43,43,12,18,19,30,10,50,22,1
3266,2033-06-26,39,8,14,11,30,10,49,30,45,1
3267,2033-06-27,28,6,31,40,48,7,25,15,38,1
3268,2033-06-28,47,36,19,40,4,22,43,22,3,1
3269,2033-06-29,2,35,36,30,47,16,50,19,33,1
3270,2033-06-30,40,5,17,46,9,2,49,45,19,1
3271,2033-07-01,39,17,12,35,4,36,12,49,13,1
3272,2033-07-02,33,4,24,32,22,23,48,37,46,1
3273,2033-07-03,44,37,3,20,7,11,50,24,32,1
3274,2033-07-04,32,43,9,36,29,25,42,44,49,1
3275,2033-07-05,49,32,50,26,33,15,4,37,37,1
3276,2033-07-06,15,37,20,26,50,39,21,1,41,1
3277,2033-07-07,2,11,48,13,1,9,6,41,29,1
3278,2033-07-08,46,42,14,24,11,41,28,10,44,1
3279,2033-07-09,5,2,20,33,18,29,8,8,49,1
3280,2033-07-10,13,10,18,2,21,36,39,14,1,1
3281,2033-07-11,18,19,31,23,22,26,28,44,29,1
3282,2033-07-12,39,15,32,38,41,16,27,18,6,1
3283,2033-07-13,48,7,16,13,2,37,38,33,20,1
3284,2033-07-14,11,12,50,32,10,32,19,3,12,1
3285,2033-07-15,12,49,22,10,37,38,49,38,40,1
3286,2033-07-16,41,29,42,14,16,11,20,35,40,1
3287,2033-07-17,16,25,36,32,11,45,21,17,42,1
3288,2033-07-18,5,4,22,4,40,37,19,50,12,1
3289,2033-07-19,25,4,45,50,29,42,37,19,36,1
3290,2033-07-20,25,10,32,32,8,22,15,35,20,1
3291,2033-07-21,33,50,5,45,43,46,29,32,32,1
3292,2033-07-22,2,49,46,6,5,43,4,17,6,1
3293,2033-07-23,8,14,3,19,9,36,48,6,10,1
3294,2033-07-24,3,6,13,28,49,1,34,24,41,1
3295,2033-07-25,15,15,31,19,47,47,39,1,6,1
3296,2033-07-26,9,19,3,25,43,38,23,26,2,1
3297,2033-07-27,2,3,10,24,23,37,16,10,14,1
3298,2033-07-28,42,35,35,4,45,6,2,22,33,1
3299,2033-07-29,17,41,50,24,46,47,25,23,14,1
3300,2033-07-30,4,37,20,21,50,48,6,43,48,1
3301,2033-07-31,7,47,50,45,50,50,6,30,10,1
3302,2033-08-01,12,30,36,42,6,49,38,14,43,1
3303,2033-08-02,43,3,6,32,3,4,38,42,5,1
3304,2033-08-03,26,41,30,1,46,16,24,30,42,1
3305,2033-08-04,24,5,28,38,49,27,14,47,34,1
3306,2033-08-05,24,12,28,45,4,46,14,23,14,1
3307,2033-08-06,33,47,14,34,12,47,43,5,46,1
3308,2033-08-07,22,34,28,28,19,19,2,45,26,1
3309,2033-08-08,28,41,48,21,31,15,36,22,21,1
3310,2033-08-09,38,4,45,35,40,11,26,3,3,1
3311,2033-08-10,17,17,27,19,2,46,11,46,23,1
3312,2033-08-11,43,2,19,31,45,9,15,9,43,1
3313,2033-08-12,7,34,50,13,31,22,24,17,18,1
3314,2033-08-13,12,6,8,33,46,4,31,1,13,1
3315,2033-08-14,45,11,43,47,4,28,38,47,42,1
3316,2033-08-15,46,2,36,22,16,33,2,30,29,1
3317,2033-08-16,43,8,29,4,32,8,39,34,36,1
3318,2033-08-17,44,27,20,19,45,41,44,50,48,1
3319,2033-08-18,10,3,37,23,45,47,14,38,28,1
3320,2033-08-19,23,46,13,42,33,49,19,14,34,1
3321,2033-08-20,2,41,33,42,31,21,50,29,25,1
3322,2033-08-21,27,29,46,48,5,10,28,14,26,1
3323,2033-08-22,20,2,27,50,6,36,12,1,15,1
3324,2033-08-23,28,48,21,49,22,46,32,15,22,1
3325,2033-08-24,13,6,5,12,5,20,33,48,9,1
3326,2033-08-25,40,45,11,50,22,26,36,8,15,1
3327,2033-08-26,40,21,45,8,6,35,42,45,8,1
3328,2033-08-27,7,20,38,15,1,24,7,8,4,1
3329,2033-08-28,49,32,5,31,1,15,12,38,20,1
3330,2033-08-29,21,43,37,18,49,16,20,21,39,1
3331,2033-08-30,33,12,18,24,45,2,45,5,13,1
3332,2033-08-31,14,33,19,6,20,47,30,31,12,1
3333,2033-09-01,7,27,31,35,2,23,15,46,16,1
3334,2033-09-02,31,45,2,48,49,38,28,18,42,1
3335,2033-09-03,1,17,41,13,23,50,48,49,27,1
3336,2033-09-04,24,32,22,31,28,38,31,38,46,1
3337,2033-09-05,2,7,18,6,29,30,21,19,16,1
3338,2033-09-06,37,38,38,36,36,48,26,5,49,1
3339,2033-09-07,1,36,30,22,1,42,2,42,41,1
3340,2033-09-08,37,18,1,50,5,1,6,29,40,1
3341,2033-09-09,24,2,19,41,4,38,28,2,27,1
3342,2033-09-10,5,37,30,47,1,8,22,19,8,1
3343,2033-09-11,25,37,22,5,49,34,17,31,14,1
3344,2033-09-12,16,46,26,24,49,12,14,5,26,1
3345,2033-09-13,3,19,41,5,22,12,16,46,41,1
3346,2033-09-14,5,37,29,13,16,32,23,43,46,1
3347,2033-09-15,24,16,40,1,48,1,43,4,29,1
3348,2033-09-16,45,7,7,37,22,22,5,1,5,1
3349,2033-09-17,37,15,6,9,25,10,22,27,13,1
3350,2033-09-18,6,42,33,14,7,3,2,30,14,1
3351,2033-09-19,31,29,37,24,5,34,15,10,26,1
3352,2033-09-20,43,18,32,41,49,29,40,8,39,1
3353,2033-09-21,6,24,10,6,32,11,48,7,23,1
3354,2033-09-22,40,31,2,13,40,9,41,8,9,1
3355,2033-09-23,23,18,16,7,9,8,48,44,6,1
3356,2033-09-24,11,11,45,6,18,21,38,3,37,1
3357,2033-09-25,39,33,17,25,44,28,21,1,28,1
3358,2033-09-26,38,26,44,9,44,50,22,45,26,1
3359,2033-09-27,38,11,6,18,23,34,43,20,23,1
3360,2033-09-28,9,14,37,1,17,17,29,47,35,1
3361,2033-09-29,48,11,23,30,9,28,38,49,47,1
3362,2033-09-30,28,2,6,25,31,30,36,1,20,1
3363,2033-10-01,31,33,7,1,32,9,6,33,25,1
3364,2033-10-02,10,26,28,24,40,46,43,47,2,1
3365,2033-10-03,1,29,13,45,31,38,46,25,31,1
3366,2033-10-04,3,17,4,27,18,1,50,22,39,1
3367,2033-10-05,9,29,17,15,41,35,32,27,48,1
3368,2033-10-06,38,7,41,13,41,18,1,12,14,1
3369,2033-10-07,28,25,44,30,43,38,37,5,9,1
3370,2033-10-08,2,43,43,42,18,25,23,11,33,1
3371,2033-10-09,45,19,41,15,17,4,10,23,40,1
3372,2033-10-10,46,31,45,12,14,47,37,2,3,1
3373,2033-10-11,3,2,17,34,43,31,7,43,28,1
3374,2033-10-12,14,22,38,24,50,48,40,24,16,1
3375,2033-10-13,4,19,44,43,12,16,44,38,14,1
3376,2033-10-14,7,10,37,12,48,7,16,49,20,1
3377,2033-10-15,14,48,46,23,13,1,5,28,50,1
3378,2033-10-16,38,47,11,34,45,20,29,8,34,1
3379,2033-10-17,6,49,25,25,31,42,19,21,2,1
3380,2033-10-18,35,11,20,34,46,1,29,2,39,1
3381,2033-10-19,34,35,1,29,47,3,39,44,20,1
3382,2033-10-20,24,8,29,10,3,16,50,28,35,1
3383,2033-10-21,31,33,43,4,12,22,35,41,19,1
3384,2033-10-22,17,47,17,48,37,18,47,2,48,1
3385,2033-10-23,45,16,37,23,29,40,5,22,25,1
3386,2033-10-24,10,45,28,1,45,37,21,47,32,1
3387,2033-10-25,20,10,49,27,40,3,29,36,30,1
3388,2033-10-26,43,42,14,25,6,35,25,26,35,1
3389,2033-10-27,9,24,34,41,44,2,2,44,12,1
3390,2033-10-28,28,25,24,15,22,49,46,2,15,1
3391,2033-10-29,22,40,44,24,16,21,8,3,23,1
3392,2033-10-30,33,47,28,43,21,47,3,36,12,1
3393,2033-10-31,20,31,34,2,25,48,46,5,22,1
3394,2033-11-01,9,27,47,21,10,9,18,39,1,1
3395,2033-11-02,16,8,47,41,9,10,43,27,18,1
3396,2033-11-03,1,43,10,15,38,1,24,33,31,1
3397,2033-11-04,5,45,3,14,24,12,42,13,9,1
3398,2033-11-05,4,19,22,29,2,6,47,9,40,1
3399,2033-11-06,17,49,4,40,25,20,7,6,40,1
3400,2033-11-07,36,49,50,31,25,23,19,1,44,1
3401,2033-11-08,28,9,34,16,43,6,32,48,36,1
3402,2033-11-09,50,35,28,12,50,25,10,44,42,1
3403,2033-11-10,1,11,27,45,44,40,21,47,26,1
3404,2033-11-11,24,46,43,5,27,13,45,36,45,1
3405,2033-11-12,38,48,45,49,42,28,13,11,1,1
3406,2033-11-13,23,39,42,37,31,35,46,16,18,1
3407,2033-11-14,38,13,3,24,33,23,24,7,22,1
3408,2033-11-15,24,16,17,12,29,14,30,39,40,1
3409,2033-11-16,18,10,28,17,25,39,11,6,49,1
3410,2033-11-17,16,38,19,50,49,45,12,1,49,1
3411,2033-11-18,18,33,3,33,32,16,43,35,23,1
3412,2033-11-19,5,10,45,49,7,50,6,31,35,1
3413,2033-11-20,44,30,41,44,24,18,11,19,11,1
3414,2033-11-21,49,32,13,25,15,36,16,3,2,1
3415,2033-11-22,47,22,26,39,9,47,35,33,30,1
3416,2033-11-23,49,8,10,45,47,48,1,42,30,1
3417,2033-11-24,42,5,6,9,11,27,36,16,34,1
3418,2033-11-25,9,41,8,33,3,2,12,38,2,1
3419,2033-11-26,38,45,21,9,32,43,16,9,19,1
3420,2033-11-27,35,32,27,1,31,11,22,33,43,1
3421,2033-11-28,47,24,16,2,12,37,30,29,45,1
3422,2033-11-29,3,17,16,19,36,44,24,46,26,1
3423,2033-11-30,13,6,35,50,18,24,44,23,31,1
3424,2033-12-01,7,31,9,27,7,34,15,6,21,1
3425,2033-12-02,6,6,6,15,49,11,28,33,1,1
3426,2033-12-03,11,19,30,29,34,21,41,6,30,1
3427,2033-12-04,38,24,50,14,46,39,27,25,23,1
3428,2033-12-05,26,15,2,24,12,17,34,31,9,1
3429,2033-12-06,34,4,21,29,24,21,50,28,23,1
3430,2033-12-07,20,23,31,18,13,34,12,39,3,1
3431,2033-12-08,14,41,41,12,12,1,48,34,2,1
3432,2033-12-09,3,12,10,36,15,27,12,25,7,1
3433,2033-12-10,37,20,3,25,27,5,38,37,19,1
3434,2033-12-11,37,21,13,4,29,42,14,6,42,1
3435,2033-12-12,18,33,35,27,44,25,1,13,19,1
3436,2033-12-13,35,3,18,31,29,16,9,49,7,1
3437,2033-12-14,36,21,3,43,49,1,37,33,1,1
3438,2033-12-15,16,15,21,32,13,4,7,12,25,1
3439,2033-12-16,33,50,20,47,37,16,8,18,42,1
3440,2033-12-17,41,41,1,20,2,32,7,2,31,1
3441,2033-12-18,30,4,29,37,48,20,34,47,48,1
3442,2033-12-19,15,23,33,15,43,10,3,41,4,1
3443,2033-12-20,46,8,21,1,33,10,44,29,5,1
3444,2033-12-21,47,18,31,45,19,18,5,30,46,1
3445,2033-12-22,15,39,40,6,17,45,1,26,26,1
3446,2033-12-23,41,37,46,1,46,15,20,12,22,1
3447,2033-12-24,50,35,25,7,22,8,17,5,32,1
3448,2033-12-25,47,42,27,38,28,17,21,9,9,1
3449,2033-12-26,7,5,47,43,34,3,35,25,19,1
3450,2033-12-27,4,17,5,15,40,36,45,22,8,1
3451,2033-12-28,30,31,6,11,32,22,16,49,7,1
3452,2033-12-29,13,19,5,41,36,40,35,46,28,1
3453,2033-12-30,10,44,47,2,44,33,1,16,21,1
3454,2033-12-31,43,25,26,12,13,20,11,31,3,1
3455,2034-01-01,28,45,2,41,26,18,28,2,49,1
3456,2034-01-02,3,37,14,12,11,36,48,6,38,1
3457,2034-01-03,3,43,11,48,8,49,34,28,12,1
3458,2034-01-04,24,3,1,50,44,11,26,34,15,1
3459,2034-01-05,18,13,20,30,35,44,43,40,33,1
3460,2034-01-06,46,20,10,7,42,43,6,31,11,1
3461,2034-01-07,38,1,2,35,38,4,47,35,21,1
3462,2034-01-08,4,17,21,46,22,47,38,35,32,1
3463,2034-01-09,36,47,16,41,38,9,25,38,27,1
3464,2034-01-10,42,37,44,46,13,42,10,38,4,1
3465,2034-01-11,42,43,10,18,21,32,8,47,38,1
3466,2034-01-12,21,7,8,8,44,13,49,11,36,1
3467,2034-01-13,40,31,18,25,27,24,44,25,27,1
3468,2034-01-14,27,23,31,41,16,14,37,3,33,1
3469,2034-01-15,17,15,50,48,45,13,39,44,11,1
3470,2034-01-16,12,11,50,33,21,3,36,1,9,1
3471,2034-01-17,47,49,20,23,15,50,42,31,25,1
3472,2034-01-18,37,31,7,13,2,22,5,25,21,1
3473,2034-01-19,15,42,44,28,24,27,2,36,42,1
3474,2034-01-20,7,42,36,38,4,30,21,16,4,1
3475,2034-01-21,5,18,18,33,2,31,4,30,11,1
3476,2034-01-22,40,41,12,35,29,49,44,23,47,1
3477,2034-01-23,32,6,28,3,4,25,46,13,9,1
3478,2034-01-24,1,29,15,43,24,42,37,1,26,1
3479,2034-01-25,6,19,37,29,14,28,28,12,38,1
3480,2034-01-26,24,21,39,4,12,6,6,40,33,1
3481,2034-01-27,41,50,33,16,17,35,44,31,19,1
3482,2034-01-28,50,48,27,21,36,23,22,37,38,1
3483,2034-01-29,38,30,30,36,46,29,5,26,22,1
3484,2034-01-30,36,5,26,42,50,40,42,26,14,1
3485,2034-01-31,34,30,40,47,5,35,3,43,47,1
3486,2034-02-01,28,2,3,13,11,14,18,6,15,1
3487,2034-02-02,9,5,33,20,1,4,35,28,28,1
3488,2034-02-03,26,35,9,48,50,39,26,7,14,1
3489,2034-02-04,38,13,44,28,36,12,18,5,28,1
3490,2034-02-05,25,41,37,39,18,27,34,17,4,1
3491,2034-02-06,17,19,29,38,32,8,3,1,31,1
3492,2034-02-07,14,21,42,45,45,19,32,41,20,1
3493,2034-02-08,26,30,34,33,5,21,17,7,13,1
3494,2034-02-09,45,12,50,35,44,24,16,13,11,1
3495,2034-02-10,24,27,8,45,28,45,5,44,8,1
3496,2034-02-11,33,41,7,22,44,6,26,36,21,1
3497,2034-02-12,7,2,4,43,35,25,46,8,46,1
3498,2034-02-13,23,19,19,30,48,10,11,35,30,1
3499,2034-02-14,49,18,46,27,48,20,5,16,4,1
3500,2034-02-15,27,47,7,28,42,43,26,21,13,1
3501,2034-02-16,9,30,10,13,43,4,3,26,10,1
3502,2034-02-17,48,10,46,23,42,16,34,37,46,1
3503,2034-02-18,13,15,29,36,43,49,27,4,12,1
3504,2034-02-19,26,28,4,23,42,14,43,15,26,1
3505,2034-02-20,10,42,36,12,36,21,20,1,3,1
3506,2034-02-21,10,40,41,21,22,4,21,14,27,1
3507,2034-02-22,27,5,16,39,40,31,20,8,4,1
3508,2034-02-23,39,26,13,14,24,35,14,41,44,1
3509,2034-02-24,5,8,46,23,42,46,26,50,13,1
3510,2034-02-25,1,44,28,36,19,45,41,18,41,1
3511,2034-02-26,14,12,42,2,25,13,8,6,9,1
3512,2034-02-27,48,46,40,34,36,48,5,34,3,1
3513,2034-02-28,34,5,49,5,16,5,33,30,4,1
3514,2034-03-01,9,7,17,13,48,41,43,13,15,1
3515,2034-03-02,46,31,6,44,14,21,31,49,13,1
3516,2034-03-03,46,34,43,46,10,20,13,6,19,1
3517,2034-03-04,50,7,1,39,5,33,43,8,45,1
3518,2034-03-05,40,6,5,35,5,2,14,12,8,1
3519,2034-03-06,2,22,8,3,40,47,46,26,23,1
3520,2034-03-07,5,32,30,18,35,1,11,24,11,1
3521,2034-03-08,23,45,2,29,47,18,24,31,37,1
3522,2034-03-09,36,3,24,33,36,20,31,35,19,1
3523,2034-03-10,35,42,45,48,26,9,50,6,44,1
3524,2034-03-11,33,15,8,27,24,1,15,46,2,1
3525,2034-03-12,13,14,5,43,49,39,26,32,5,1
3526,2034-03-13,28,23,47,25,21,32,36,19,22,1
3527,2034-03-14,46,5,41,17,42,7,39,10,6,1
3528,2034-03-15,23,27,45,30,29,18,40,2,2,1
3529,2034-03-16,7,32,31,19,17,42,41,39,13,1
3530,2034-03-17,41,39,46,9,37,39,49,46,50,1
3531,2034-03-18,1,22,32,19,5,47,33,19,12,1
3532,2034-03-19,29,15,25,20,6,43,36,39,28,1
3533,2034-03-20,40,14,40,14,48,9,36,45,24,1
3534,2034-03-21,29,29,32,46,20,28,17,3,37,1
3535,2034-03-22,49,25,50,45,27,38,29,2,16,1
3536,2034-03-23,46,23,10,44,40,39,44,47,46,1
3537,2034-03-24,7,39,47,5,32,46,34,50,39,1
3538,2034-03-25,31,30,43,25,27,16,2,15,42,1
3539,2034-03-26,41,34,8,10,50,33,8,44,27,1
3540,2034-03-27,45,34,3,44,44,1,42,13,8,1
3541,2034-03-28,41,47,7,40,43,16,16,5,40,1
3542,2034-03-29,21,36,19,6,35,40,27,22,14,1
3543,2034-03-30,42,3,3,25,38,41,34,41,17,1
3544,2034-03-31,40,13,22,39,11,21,11,31,34,1
3545,2034-04-01,32,33,29,21,22,34,34,1,39,1
3546,2034-04-02,45,40,27,16,44,30,35,17,6,1
3547,2034-04-03,22,25,2,32,37,40,44,49,6,1
3548,2034-04-04,2,21,47,50,16,38,14,9,26,1
3549,2034-04-05,48,30,50,32,2,9,19,42,22,1
3550,2034-04-06,45,1,16,41,11,6,33,23,27,1
3551,2034-04-07,46,13,22,6,49,22,45,36,30,1
3552,2034-04-08,39,41,31,34,48,26,19,14,23,1
3553,2034-04-09,19,17,42,18,41,10,48,16,49,1
3554,2034-04-10,13,32,38,20,14,36,26,29,50,1
3555,2034-04-11,38,45,20,32,46,40,2,16,38,1
3556,2034-04-12,36,2,11,2,39,33,7,42,16,1
3557,2034-04-13,12,17,31,42,7,28,5,10,11,1
3558,2034-04-14,10,31,8,1,11,27,35,47,17,1
3559,2034-04-15,3,16,35,14,49,39,36,16,8,1
3560,2034-04-16,3,20,41,50,50,33,8,4,25,1
3561,2034-04-17,1,14,19,45,13,42,17,48,23,1
3562,2034-04-18,22,16,13,30,16,29,44,32,46,1
3563,2034-04-19,31,35,37,23,14,14,24,11,24,1
3564,2034-04-20,15,8,49,14,33,14,44,29,18,1
3565,2034-04-21,27,3,46,2,32,23,36,40,34,1
3566,2034-04-22,26,47,30,50,35,3,40,43,41,1
3567,2034-04-23,26,10,12,4,24,47,15,43,35,1
3568,2034-04-24,9,49,12,13,1,18,28,22,22,1
3569,2034-04-25,11,41,7,29,6,15,2,1,13,1
3570,2034-04-26,47,17,34,5,14,16,50,16,42,1
3571,2034-04-27,33,22,5,2,6,19,38,25,14,1
3572,2034-04-28,29,33,6,35,49,44,11,17,46,1
3573,2034-04-29,39,34,10,35,41,5,33,23,30,1
3574,2034-04-30,6,30,44,9,15,2,8,9,4,1
3575,2034-05-01,27,31,25,49,3,17,41,47,40,1
3576,2034-05-02,11,45,44,14,27,26,11,49,39,1
3577,2034-05-03,35,3,22,38,33,27,25,6,35,1
3578,2034-05-04,7,41,38,38,30,18,33,1,44,1
3579,2034-05-05,50,38,46,16,13,48,43,29,50,1
3580,2034-05-06,43,46,24,49,11,43,21,31,25,1
3581,2034-05-07,6,7,29,43,47,13,10,45,49,1
3582,2034-05-08,49,14,46,34,24,50,31,6,21,1
3583,2034-05-09,15,35,21,45,50,8,47,33,9,1
3584,2034-05-10,18,41,5,17,15,5,29,28,38,1
3585,2034-05-11,12,1,27,27,36,7,6,48,19,1
3586,2034-05-12,50,28,24,6,2,28,5,26,29,1
3587,2034-05-13,50,45,16,1,2,1,26,32,13,1
3588,2034-05-14,41,2,46,28,24,21,31,22,9,1
3589,2034-05-15,23,7,19,24,47,38,44,46,23,1
3590,2034-05-16,10,17,39,41,8,48,1,20,35,1
3591,2034-05-17,37,21,39,41,25,31,1,37,39,1
3592,2034-05-18,47,20,36,20,45,29,19,16,45,1
3593,2034-05-19,13,29,45,2,1,43,4,12,42,1
